Lb,adder,dc,group,srcfile
2.01580721774361,6.00893910117172,74.7299999999321,1,1
4.02168540784857,3.63978986016464,36.279999999967,1,1
3.83940294474311,2.5318773694409,28.9399999999737,1,1
3.19393795158299,2.96621448306042,38.1599999999653,1,1
3.08751045509107,3.50622217893076,43.6299999999603,1,1
3.30551260117557,2.04322239283764,27.7899999999747,1,1
2.68043753964282,1.83001655577462,30.0999999999726,1,1
2.26053133333333,2.94740259451152,47.5199999999568,1,1
2.61052741906387,1.53261706923364,26.0599999999763,1,1
3.34144754580524,2.95197709092129,36.5699999999667,1,2
3.15506568265132,1.67810724785792,24.4799999999778,1,2
2.42175966666667,2.34359200553593,38.0199999999654,1,2
2.38818088723074,2.05799318113371,34.129999999969,1,2
2.22898706964232,1.99174800926809,35.2799999999679,1,2
2.11688206174796,6.3813078537467,77.0399999999299,1,2
4.26022781854161,1.98350743367943,21.4599999999805,1,2
3.130302,0.978231403647535,15.2699999999861,1,2
2.0596469375438,2.00994610823313,39.0199999999646,1,2
2.040419,1.95667061599906,37.1499999999662,1,2
3.21655584168448,3.08314727018871,38.449999999965,1,3
3.15755176074943,2.6101561798094,35.4199999999678,1,3
2.89077940991265,1.53019370384967,24.6299999999776,1,3
2.21561166666667,1.90319828569509,35.2799999999679,1,3
2.06566123551891,2.51549142899667,43.7699999999602,1,3
2.29704127294159,1.72543995042719,30.809999999972,1,3
2.01688375208057,2.14724730303692,39.7399999999639,1,3
2.08643437265215,1.97819568664777,36.7199999999666,1,3
2.03772213664093,1.96209534984022,38.2999999999652,1,3
2.00494811872908,1.79358446112596,36.279999999967,1,3
2.8133648689045,2.68281195121743,36.8599999999665,1,4
2.75384632870216,1.47094748069152,23.6099999999785,1,4
2.11749995838501,1.57644654082394,30.2399999999725,1,4
1.85175008341391,1.8468642916079,36.8699999999665,1,4
1.85504986388641,2.43490970463031,44.3499999999597,1,4
2.15022996472888,2.18589035969529,38.1599999999653,1,4
2.1729060085301,1.8112086624875,33.4099999999696,1,4
1.99704284118964,1.95766277891495,36.5799999999667,1,4
1.98223145347532,2.09419243704845,38.1599999999654,1,4
2.04401594373431,1.93382751501705,35.2799999999679,1,4
1.99407364903231,2.02977521037558,35.8599999999674,1,4
3.33380693747841,2.01661968720752,26.9199999999755,1,5
2.68263935094614,6.42862376896331,68.249999999938,1,5
4.56934063454248,2.86335436462668,27.9299999999746,1,5
3.72608866666667,2.92960864721649,33.4099999999696,1,5
3.33528544173528,2.26497976313807,29.5199999999732,1,5
2.80720794141889,1.90633976811053,29.9599999999728,1,5
2.36270796447436,2.17628045684248,36.8599999999665,1,5
2.27507758634051,4.27795097756081,58.1699999999472,1,5
3.28482100699684,1.92044971222477,25.6299999999767,1,5
2.60911673254086,1.20230364414253,21.4599999999805,1,5
3.25881366666667,1.33732496465354,19.2999999999824,1,6
2.30418740673633,2.07552481701224,35.5699999999677,1,6
2.19451017653493,1.996474179258,35.4299999999678,1,6
2.10029028189746,1.69650797695743,32.3999999999705,1,6
1.90405496968613,3.67088539146597,56.7299999999484,1,6
2.79508733333333,1.66459271607683,25.0499999999772,1,6
2.23521290328809,1.65828370288781,29.9499999999728,1,6
1.95228691002132,2.00378034567103,37.7299999999657,1,6
1.98403337051137,1.96385585054588,36.1499999999672,1,6
1.97918217541516,2.22967298779116,39.599999999964,1,6
2.11146366238714,1.77751158170383,32.6799999999703,1,6
2.52231137985813,2.6013016759759,38.1599999999653,1,7
2.5682254122867,4.20847502553947,53.4299999999514,1,7
3.39526195194402,1.41904365357744,19.7299999999821,1,7
2.41314618111275,2.08097843923739,35.7099999999675,1,7
2.25323222007122,2.13052797704144,37.7299999999657,1,7
2.19649333333333,1.84078683674429,34.129999999969,1,7
2.02383107756513,1.87481806299333,36.8699999999665,1,7
1.95477689974607,1.8179639469143,37.0099999999663,1,7
1.89051676239982,4.44460981717582,65.6699999999403,1,7
3.17657851114422,1.91592818968902,25.9199999999764,1,7
1.95647168171659,2.0456164773703,38.3099999999652,1,8
2.00616172616184,3.86094712991815,57.8899999999474,1,8
2.93990937569734,1.91858468774269,27.9399999999746,1,8
2.43538153248131,1.65819359267561,28.7999999999738,1,8
2.05251493496727,2.02609514435332,37.8699999999656,1,8
2.04527025857315,1.82416288827199,35.139999999968,1,8
1.939939,2.25776470842547,41.759999999962,1,8
2.10450435941894,2.45280213771059,42.4799999999614,1,8
2.28443688626499,2.71192249970639,43.1999999999607,1,8
2.50573587739605,1.7143165314596,29.2299999999734,1,8
1.92136074364471,1.98830037873272,39.4499999999641,1,9
1.95962523091188,2.62328557550641,46.9399999999573,1,9
2.29762120850465,1.8693326340116,32.6899999999703,1,9
2.08984153228156,1.87061992956226,34.9899999999682,1,9
1.98473967673237,2.48701038564499,43.6299999999603,1,9
2.24238462561116,1.70842183260406,30.6699999999721,1,9
1.98067930332128,2.0634663046719,39.0299999999645,1,9
2.02790617256455,2.05514752750923,38.1599999999654,1,9
2.04692824545831,2.06148003162467,38.0099999999654,1,9
2.05982568855574,1.91922440164239,35.5599999999677,1,9
2.69502410913356,1.87028872816022,28.7999999999738,1,10
2.28929155056424,2.34808016714389,38.4499999999651,1,10
2.32343273612882,3.06145270230004,45.3599999999587,1,10
2.70037265538971,3.81620353939829,49.8199999999547,1,10
3.26789809320239,2.74623627682171,34.9899999999682,1,10
3.014390286241,2.00568741984943,28.9499999999737,1,10
2.51653694231356,1.46737477384736,25.9199999999764,1,10
1.99837018200207,3.44734353610583,54.99999999995,1,10
2.73056669749694,2.56484432677726,37.1499999999663,1,10
2.65343152256475,1.78321856955465,29.2399999999734,1,10
2.22381194634204,1.85267076496771,33.5499999999695,1,10
1.9402648630234,2.10140931260042,39.1599999999644,3,12
2.02789966389665,56.8744795925016,257.609999999766,3,12
3.15165303069539,31.5628069655529,164.019999999851,2,13
17.3890856701514,18.5019877381954,63.6499999999421,2,13
17.9782343429608,3.09887109391865,11.6699999999894,2,13
10.557612032201,2.00279102986556,11.8099999999893,2,13
6.29494881203669,1.18807467605901,11.3799999999896,2,13
3.74891435594346,0.843386937410762,13.5399999999877,2,13
2.30084854134592,2.06854455311242,45.6499999999585,2,13
2.16522305972001,3.48889742826268,54.5799999999504,2,14
2.82223596180227,2.82992977175122,39.7399999999639,2,15
2.8330326059325,38.1568586014856,190.229999999827,2,15
20.5340152898526,3.45643297394015,11.0899999999899,2,15
12.0180883333333,2.36132797466,11.6699999999894,2,15
7.20564960277133,1.2743081513624,10.2299999999907,2,15
4.25007828565356,0.789842438717699,10.7999999999902,2,15
2.08925366666667,1.82024811782624,35.129999999968,2,16
1.95957982055664,6.8220936436145,81.9299999999255,2,16
4.40440874248201,1.84770030778769,19.7299999999821,2,16
3.13405747547943,21.0559508816074,129.309999999882,2,16
12.122839348678,2.49079251511757,11.6599999999894,2,16
7.325752,1.54122669790301,11.9599999999891,2,16
