Ld,group,srcfile
10.1577176804197,4,38
9.95377048791552,4,38
13.0844197682441,4,38
15.2384377735565,4,38
19.5560937647092,4,38
11.7206126193378,4,38
9.90672069719072,4,38
5.31854286474534,6,39
5.1037146067044,6,39
4.34643164954052,6,39
6.71474804116752,6,39
13.76615464967,6,39
9.46181304802434,6,39
11.9267009019487,6,39
8.44505675860634,6,39
11.621943685853,6,39
8.3855392993528,6,39
3.92851840983173,7,41
6.98204987730271,7,41
18.659538812453,7,41
11.5016640622362,7,41
6.92568696590951,7,41
4.45116880419802,7,41
4.25446971153296,7,41
3.31321549893408,7,41
6.28448236194374,6,42
30.4350563039487,6,42
27.8254392917837,6,42
16.4276276494525,6,42
9.84176742160407,6,42
5.76563491037822,6,42
4.46502692938008,6,42
4.23115330587869,6,42
3.20624771613578,6,42
5.71516182938735,6,43
5.59774779277565,6,43
11.3303503506158,6,43
20.9818516355895,6,43
21.4473300744678,6,43
25.1816953313581,6,43
17.4635091481257,6,43
18.5414482991796,6,43
8.30875476545957,6,44
15.0959398591909,6,44
18.0398711531322,6,44
16.3420664631382,6,44
38.181236822025,6,44
22.5168548744648,6,44
13.3944754126046,6,44
7.88630725486903,6,44
4.63321635943211,6,44
4.39987554117537,6,44
6.83740255743799,6,45
16.9967859173895,6,45
23.6706673306571,6,45
20.3236960238422,6,45
16.0093211173237,6,45
31.9332337220084,6,45
18.9973282147526,6,45
14.0407961835377,6,45
8.34093062271551,6,45
5.46387583570152,6,46
4.92848842751389,6,46
17.4197234213417,6,46
12.5256778166281,6,46
11.7998500685255,6,46
7.08857822948001,6,46
4.60172982893006,6,46
4.23604084566229,6,46
3.65746313728588,6,46
5.59642574853972,6,47
8.38907163987218,6,47
9.42939165045704,6,47
9.33638850547349,6,47
15.2820156782464,6,47
12.6760081300168,6,47
20.9031191023069,6,47
12.571364498175,6,47
10.7419951525302,6,47
6.3896279914497,6,47
5.46387583570152,6,48
4.92848842751389,6,48
17.4197234213417,6,48
12.5256778166281,6,48
11.7998500685255,6,48
7.08857822948001,6,48
4.60172982893006,6,48
4.23604084566229,6,48
3.41503186341738,6,48
8.03164989932889,8,49
8.07749005841029,8,49
12.745819843639,8,49
16.1046899192612,8,49
24.2064034459637,8,49
14.4107415417133,8,49
9.50499682285076,8,49
6.26269305232333,8,49
4.46094021031335,8,49
3.99425473209826,8,49
3.82549577476878,9,51
4.40309198738911,9,51
4.10554148240932,9,51
13.0337550481566,9,51
7.97925664155285,9,51
4.88131594314352,9,51
4.27097963887449,9,51
8.00046325449799,8,52
9.51540621729518,8,52
11.608516932612,8,52
9.84544791974682,8,52
8.20042260442089,8,52
6.41021504162731,8,52
6.04377855355216,8,52
5.25182345665869,8,52
4.10287639661105,8,52
9.7478033353214,8,52
8.00046325449799,8,54
9.51540621729518,8,54
11.608516932612,8,54
9.84544791974682,8,54
8.20042260442089,8,54
6.41021504162731,8,54
6.04377855355216,8,54
5.25182345665869,8,54
4.10287639661105,8,54
9.7478033353214,8,54
6.79920742979007,10,55
4.91683803672364,10,55
4.49280088521507,10,55
4.85143969678477,10,55
3.97284517350679,10,55
5.09144669177696,10,55
4.5986239175392,10,55
4.2959597551734,10,55
4.0371894633678,10,55
4.00802312442645,10,55
4.01092339923562,10,55
3.90907345550539,10,55
4.60254986535229,9,56
4.03237370533976,9,56
4.34473310617161,9,56
3.74708296538763,9,56
3.91996380897965,9,56
4.96311148071708,9,56
7.28138572327595,9,56
7.05324903911847,9,56
7.46124627184991,9,56
6.91061820805851,9,56
6.01786452559213,9,56
8.50517295983719,9,57
6.11108940834543,9,57
6.50607772170195,9,57
10.918602205871,9,57
7.87196542393265,9,57
5.6936361510636,9,57
6.20050099577147,9,57
6.91588848349955,9,57
5.79695655669937,9,57
6.33242604339235,9,57
5.2756923142949,9,57
4.26028936199102,9,57
5.51633792173156,9,58
3.84224925943276,9,58
6.36952096300111,9,58
5.12816489488021,9,58
5.751324797039,9,58
4.96125674993009,9,58
4.34068576772056,9,58
4.0979289930747,9,58
4.05021752312803,9,58
3.90910703345264,9,58
4.5749455681537,9,58
5.55302980611234,9,59
5.90079006153727,9,59
5.71540622550008,9,59
5.8109904684325,9,59
5.61151785945009,9,59
4.00060547317036,9,59
3.9128358896195,9,59
3.94990770375508,9,59
3.73551830572764,9,59
3.78014129869613,9,59
3.86770798718359,9,59
3.97440211987861,9,59
7.49615464598974,9,60
5.95154423326518,9,60
5.34357464607362,9,60
4.25013949753496,9,60
5.75405834983867,9,60
4.85337770190843,9,60
5.5135609642219,9,60
4.99395186859721,9,60
4.12886938917186,9,60
3.93974391174484,9,60
3.73920707549914,9,60
7.79471266467483,11,61
8.7085157520468,11,61
7.32680336771434,11,61
12.7205628550487,11,61
17.5529086754576,11,61
18.9961257592295,11,61
13.0155465691243,11,61
14.33526354423,11,61
9.33885162201315,11,61
7.09980692872591,10,63
13.6793137510281,10,63
17.8966263412672,10,63
12.4381269669448,10,63
11.5137785759655,10,63
14.7575860737439,10,63
25.7071383055217,10,63
15.5939080126877,10,63
9.23675086186282,10,63
5.65807116502273,10,63
7.32832098635974,10,64
11.1185404549864,10,64
11.7788718531616,10,64
15.0762641681774,10,64
23.769786773554,10,64
23.7853074909541,10,64
15.1541506536298,10,64
19.4866347095131,10,64
8.95731171128892,10,65
10.1942198256602,10,65
16.5448986659265,10,65
29.3246782604058,10,65
25.1070591222616,10,65
14.783199711599,10,65
9.44447945433141,10,65
19.8432625897654,10,65
5.3372167647818,12,66
5.13568142423292,12,66
4.89308144060147,12,66
4.37362939916264,12,66
6.22467764740326,12,66
7.61700628096522,12,66
11.320054539591,12,66
7.61787023694568,12,66
5.88893920315046,12,66
5.38156980685176,12,66
4.44048889302307,12,66
5.2136539305538,10,67
5.26892874322574,10,67
10.3103063671012,10,67
9.1120528493962,10,67
18.9068115420216,10,67
16.0948273214508,10,67
18.4053273518339,10,67
24.1679980539027,10,67
5.35005450948541,11,68
4.65127995921189,11,68
10.9052670682317,11,68
8.51134030979058,11,68
7.017264676981,11,68
5.7549042391081,11,68
13.0425902937361,11,68
7.96395566065173,11,68
11.0809665210286,11,68
6.71906871784663,11,68
4.16622143923308,11,68
6.34297300906262,11,69
7.26620644443503,11,69
14.563365341246,11,69
14.3121235780441,11,69
10.7788663870833,11,69
8.42275224095961,11,69
5.73300783614633,11,69
5.3013053084571,11,69
3.93119779525268,11,69
4.07987166712928,11,69
4.02965550225505,11,69
6.34297300906262,11,70
7.26620644443503,11,70
14.563365341246,11,70
14.3121235780441,11,70
10.7788663870833,11,70
8.42275224095961,11,70
5.73300783614633,11,70
5.3013053084571,11,70
3.93119779525268,11,70
4.07987166712928,11,70
4.02965550225505,11,70
